"longitude","latitude","cluster"
-75.357356,39.573828,6
-92.674463,34.648525,3
-88.545024,37.751508,2
-93.204164,39.13584,2
-97.131755,40.516802,2
-111.92424,40.667883,1
-81.727903,34.005278,7
-78.371261,34.989298,7
-94.16318,31.382449,3
-121.085811,36.611651,4
-116.181571,34.856661,4
-116.776117,33.023604,4
-123.032229,37.727239,4
-95.163136,30.574388,3
-121.272244,37.934982,4
-107.670257,37.781049,1
-108.324578,36.511624,4
-109.791574,37.602633,1
-123.103769,48.50719,1
-120.448897,35.388189,4
-122.371546,37.414672,4
-108.427263,38.009319,1
-104.803519,35.476859,3
-97.517157,28.011794,3
-98.819292,31.155138,3
-98.091709,44.018942,2
-115.180306,47.756497,1
-106.883119,35.685091,4
-83.142776,41.355319,2
-89.662435,39.756886,2
-82.642815,43.449155,2
-111.576933,39.373426,1
-120.038364,34.536677,4
-121.68954,37.221614,4
-110.845228,31.525733,4
-122.007789,37.012347,4
-105.963972,35.514531,3
-87.018919,30.675348,7
-82.423714,27.225327,5
-73.855387,43.106135,6
-97.630051,46.108204,2
-96.109125,41.115064,2
-89.943318,43.428001,2
-96.642097,41.223388,2
-91.147063,45.864999,2
-74.043559,42.817552,6
-100.527216,30.896233,3
-84.322708,32.263444,7
-74.438172,42.591294,6
-86.197029,46.021122,2
-90.613464,40.156905,2
-92.519016,40.469361,2
-76.938603,42.419776,6
-76.217788,40.703682,6
-82.998675,38.814889,7
-92.142824,40.447686,2
-79.477337,34.840023,7
-94.063641,34.858869,3
-90.477771,39.637002,2
-85.751898,38.679431,2
-93.533733,44.651811,2
-89.568098,37.047793,2
-89.533486,32.411959,7
-84.504091,36.430592,7
-82.613624,36.712776,7
-103.703021,41.850506,1
-81.617585,32.744751,7
-100.913346,32.744353,3
-92.695888,35.896387,3
-94.274989,35.196981,3
-102.355358,40.871568,1
-81.131975,28.690065,5
-84.867685,30.93396,7
-96.602857,35.158366,3
-76.827088,42.782294,6
-83.127547,41.119992,2
-85.410082,35.372336,7
-94.750757,35.502435,3
-94.243279,33.994877,3
-83.5249,35.787822,7
-111.81193,38.746824,1
-97.140383,40.871944,2
-99.347005,32.74382,3
-91.391328,37.152498,2
-90.827613,32.892395,3
-91.471069,36.173399,2
-122.043556,40.760514,1
-88.755813,44.789641,2
-87.731516,43.741232,2
-86.661007,33.266893,7
-88.798865,39.384917,2
-85.792174,39.524135,2
-92.088719,39.797531,2
-84.204142,40.33668,2
-89.894612,35.184553,7
-94.142579,31.790139,3
-78.573987,38.856204,6
-93.76913,45.453176,2
-104.533916,48.705587,1
-100.330986,47.581359,2
-102.36828,42.512289,1
-106.881211,44.781369,1
-98.972849,41.218743,2
-120.678512,45.399216,1
-101.899265,36.278593,3
-84.146352,42.951545,2
-115.885092,47.347694,1
-94.230123,44.575734,2
-120.521993,39.576925,4
-107.188161,33.119468,3
-112.660071,45.896232,1
-89.917709,31.902505,7
-101.061284,46.110618,1
-103.73217,42.470668,1
-122.533287,41.587986,1
-121.81577,48.493292,1
-121.953232,46.024785,1
-103.462462,46.445834,1
-89.494876,32.019029,7
-85.941915,36.256645,7
-95.268939,32.375105,3
-81.539786,36.842318,7
-121.765038,48.054913,1
-77.072929,40.755407,6
-106.939136,33.991658,3
-121.939594,38.267226,4
-75.853323,38.07445,6
-74.619938,40.565527,6
-79.028486,39.981297,6
-97.769217,32.218071,3
-122.92611,38.525182,4
-77.103813,36.720068,6
-84.284905,33.262348,7
-81.991624,34.932014,7
-87.010375,38.009697,2
-98.339615,44.923772,2
-117.403371,47.620375,1
-77.657226,38.182431,6
-90.674915,38.781102,2
-86.311327,33.719491,7
-89.928546,38.470198,2
-82.668913,42.928803,2
-93.77656,38.04223,2
-92.447284,45.028959,2
-90.751506,35.022838,7
-90.473868,37.810707,2
-81.40004,29.890487,5
-86.288048,41.617723,2
-85.52287,41.911488,2
-75.074311,44.488112,6
-92.514585,47.578635,2
-90.446073,38.640688,2
-80.443536,27.379814,5
-77.458048,38.423084,6
-121.002831,37.562316,4
-100.747822,44.413984,1
-80.254374,35.310449,7
-97.177109,41.905045,2
-89.797411,41.096908,2
-102.662026,46.817031,1
-81.365667,40.814131,6
-86.644636,41.284478,2
-98.740235,26.530903,3
-90.161531,37.885845,2
-94.610482,45.555235,2
-93.220453,44.015261,2
-97.71892,47.451062,2
-83.290588,34.553582,7
-97.855607,34.481361,3
-98.839344,32.738052,3
-89.665994,42.349726,2
-101.054911,31.835773,3
-85.002405,41.643467,2
-77.385525,42.266725,6
-95.992315,45.593461,2
-117.854455,48.388728,1
-84.834912,32.073225,7
-87.811889,36.458464,7
-109.381576,45.658545,1
-89.947481,36.851557,2
-80.269921,36.393797,7
-92.140482,35.857001,3
-93.457842,36.745822,3
-89.112297,30.790184,7
-100.253807,33.17958,3
-119.524646,39.438385,4
-71.035589,43.293272,6
-98.956123,46.972223,2
-109.91617,42.767928,1
-71.018253,42.338551,6
-72.692218,40.943554,6
-87.415843,39.089225,2
-93.109783,40.209587,2
-72.222084,43.361188,6
-74.771577,41.719993,6
-76.511717,41.439285,6
-82.301336,36.509681,7
-100.131399,44.722325,2
-80.856325,37.655999,7
-106.137555,39.621023,1
-81.534928,41.121847,6
-110.968486,40.87206,1
-86.458405,36.472423,7
-88.200057,32.597481,7
-82.069876,28.715275,5
-84.204294,32.042266,7
-80.382376,33.91614,7
-90.59509,33.605529,7
-80.686463,36.415416,7
-76.880172,37.119761,6
-75.800969,41.819665,6
-75.337024,38.673227,6
-74.691914,41.137461,6
-77.259732,36.926645,6
-121.70394,39.03619,4
-100.513359,30.522185,3
-82.992754,30.189244,5
-83.465614,35.568849,7
-109.944796,45.811292,1
-108.875677,41.660328,1
-95.690124,45.27581,2
-101.743865,34.526319,3
-85.029681,38.825854,2
-84.530029,32.704603,7
-76.178476,38.748349,6
-82.875272,33.559319,7
-86.17593,33.369314,7
-90.172243,33.954529,7
-85.799618,32.863308,7
-93.042819,36.649827,3
-105.638878,36.577183,3
-97.291224,32.772119,3
-89.943105,34.649553,7
-82.059208,32.043768,7
-83.639573,29.967146,5
-84.251426,32.554667,7
-99.89043,32.297126,3
-90.504853,45.211656,2
-80.046554,39.332478,6
-89.51626,40.508074,2
-81.562924,37.125395,7
-122.232274,40.126157,4
-82.931063,31.913641,7
-105.187365,38.869976,1
-84.439446,31.777191,7
-102.072513,30.232343,3
-102.339284,33.171229,3
-111.211765,43.760994,1
-112.281725,47.819035,1
-110.426087,44.048662,1
-91.964478,37.314257,2
-101.483855,36.746317,3
-97.596186,40.173487,2
-83.919815,30.864619,7
-100.524703,41.85573,2
-99.205796,33.170695,3
-96.533943,42.154061,2
-122.830152,46.935822,1
-83.525931,31.457003,7
-123.759299,45.45589,1
-98.931701,34.371085,3
-76.297456,42.178057,6
-77.257288,41.766859,6
-88.918819,34.763618,7
-86.893554,40.389133,2
-86.056207,40.310229,2
-89.747145,35.498763,7
-88.234827,34.738835,7
-94.966783,33.214599,3
-94.900576,46.066569,2
-100.707664,43.208794,2
-100.46385,31.398295,3
-76.473483,42.453006,6
-113.123979,40.467753,1
-111.733472,48.645125,1
-82.330597,32.117753,7
-105.890557,34.554978,3
-99.248158,48.682183,2
-83.732264,34.902529,7
-97.164754,47.446215,2
-82.816666,35.210103,7
-96.474832,45.769935,2
-97.69127,30.239513,3
-107.285772,46.229441,1
-91.358867,44.30305,2
-82.570882,32.409586,7
-123.114666,40.647858,4
-95.151687,31.096675,3
-99.876219,43.349729,2
-85.02836,33.034482,7
-86.156691,36.39303,7
-80.7704,41.306374,6
-79.559968,39.111175,6
-118.781055,36.228834,4
-95.941813,36.120318,3
-90.37177,34.652201,7
-119.964733,38.021434,4
-83.620319,31.7248,7
-97.150185,43.30867,2
-87.522783,33.29022,7
-81.471166,40.447439,6
-83.436618,43.487902,2
-83.425879,32.665847,7
-114.665639,42.352309,1
-94.375656,30.769295,3
-80.877219,39.465634,6
-76.165345,35.87042,6
-110.558947,41.284726,1
-109.517748,40.125887,1
-74.265458,41.947212,6
-118.73388,45.5912,1
-82.418218,36.100129,7
-92.598145,33.168219,3
-82.366918,30.05428,5
-83.989257,34.833333,7
-89.244639,37.485652,2
-84.925145,39.623094,2
-89.002339,34.489533,7
-80.530426,34.99182,7
-74.308696,40.659871,6
-103.475723,36.488085,3
-83.367042,40.295901,2
-117.999149,45.304081,1
-77.055475,40.962179,6
-81.615896,34.690397,7
-96.650829,42.831106,2
-83.836088,36.28414,7
-94.941184,32.735349,3
-80.231606,38.90253,6
-84.292283,32.881837,7
-102.041546,31.353816,3
-111.668563,40.120418,1
-99.768427,29.350308,3
-101.143324,29.875285,3
-106.806582,34.71684,3
-115.618061,44.85596,1
-106.670424,48.34985,1
-98.983484,41.564094,2
-92.515976,35.582953,3
-86.306076,42.28215,2
-85.458409,35.699234,7
-84.585775,40.85552,2
-95.836906,32.558787,3
-78.405434,36.365481,7
-87.586166,38.02007,2
-79.765813,41.400714,6
-119.133145,34.358748,4
-87.726778,40.186754,2
-87.462071,39.854045,2
-94.341597,37.850196,2
-90.821983,43.599366,2
-96.971198,28.79637,3
-87.390989,39.430874,2
-89.501254,46.049848,2
-82.485961,39.252042,7
-81.161792,29.057769,5
-87.839167,38.445821,2
-85.795192,40.843747,2
-92.233454,44.289634,2
-94.988608,46.586986,2
-95.514201,35.963388,3
-123.424458,46.294638,1
-78.650624,35.789846,7
-84.359111,30.091335,5
-87.301094,33.791558,7
-85.305456,34.735802,7
-95.569825,30.743163,3
-118.48037,46.254606,1
-95.982149,30.01359,3
-117.18558,45.593753,1
-97.72223,48.376979,2
-90.103431,31.164492,3
-86.162798,30.571247,7
-83.731829,33.783887,7
-100.027856,45.427605,2
-88.541731,42.66811,2
-101.540537,48.216686,1
-103.105113,31.513069,3
-82.421507,31.050881,7
-82.688012,33.419169,7
-90.620223,40.850441,2
-87.375163,40.352498,2
-91.159306,38.761902,2
-90.852384,32.356095,3
-78.099899,36.398105,6
-75.009498,40.853491,6
-73.838139,43.555105,6
-84.16994,39.425663,2
-79.298182,41.834298,6
-85.777343,35.67825,7
-78.207594,38.908221,6
-87.272049,38.097728,2
-111.161568,40.334884,1
-121.165069,45.164536,1
-93.589844,44.01846,2
-107.669052,43.878831,1
-91.796422,45.892489,2
-88.212404,31.408503,7
-94.217269,35.978001,3
-103.209744,39.96579,1
-85.655805,30.602102,7
-82.798112,32.971843,7
-116.797792,44.448223,1
-89.417187,38.35314,2
-86.104751,38.600613,2
-77.814671,39.603621,6
-92.890117,45.037929,2
-90.897018,37.942611,2
-90.944446,33.273174,3
-76.572291,35.844713,6
-96.224577,41.533973,2
-73.439428,43.312377,6
-81.490636,39.450676,6
-95.906253,36.704403,3
-123.097615,45.553542,1
-80.252132,40.200005,6
-71.620282,41.396792,6
-82.495037,36.295665,7
-96.410272,30.215075,3
-113.4878,37.262531,4
-81.950322,36.747814,7
-72.609444,44.274969,6
-88.232917,43.391156,2
-98.992195,35.290068,3
-119.663269,40.73132,1
-83.843423,42.252217,2
-81.709888,36.235368,7
-94.613798,43.978109,2
-88.30424,43.018368,2
-88.967005,44.478004,2
-89.239786,44.112823,2
-81.912376,31.547845,7
-88.43243,38.431857,2
-85.006735,39.863091,2
-83.261953,42.284664,2
-90.453931,37.111074,2
-88.678214,31.642503,7
-78.00867,35.35419,7
-97.126243,42.210746,2
-77.049402,43.218114,6
-81.887194,40.829661,6
-75.292493,41.646602,6
-87.819843,35.242847,7
-110.990872,38.259856,1
-82.422666,38.143642,7
-88.721194,36.303596,7
-99.340752,27.760799,3
-111.876883,41.270325,1
-84.553828,32.046691,7
-92.87608,37.280804,2
-89.283961,33.612061,7
-98.49859,40.180646,2
-80.449052,38.483459,6
-104.383666,40.555961,1
-85.213349,40.735547,2
-99.682213,47.580851,2
-73.745753,41.152686,6
-79.466688,40.311068,6
-76.803933,38.109311,6
-104.57002,43.846213,1
-80.635399,39.59818,6
-85.570046,44.331375,2
-96.229674,29.27848,3
-121.836432,48.842653,1
-109.857684,46.496967,1
-82.733849,32.105258,7
-98.520853,41.922575,2
-120.026861,44.736415,1
-100.253107,35.392593,3
-91.753034,35.255118,3
-83.743,34.644182,7
-88.178623,38.087326,2
-86.864293,40.75095,2
-85.455785,35.927049,7
-114.900565,39.418176,1
-89.911005,41.750673,2
-84.968541,34.801726,7
-85.501892,41.136426,2
-117.53539,46.905944,1
-104.274518,46.962966,1
-98.70801,33.988212,3
-75.632083,38.36737,6
-99.24244,34.08492,3
-87.304935,31.990082,7
-83.438259,31.96272,7
-82.747921,33.779031,7
-81.166095,36.208883,7
-96.476657,46.362335,2
-83.175512,32.804266,7
-91.324617,31.161091,3
-87.978456,41.448474,2
-97.594731,26.481861,3
-103.501333,48.355765,1
-84.584324,41.564959,2
-79.716474,33.626462,7
-88.930018,37.730353,2
-86.897888,35.894845,7
-97.605065,30.649082,3
-77.921598,35.700357,7
-86.291181,36.149431,7
-98.086734,29.173883,3
-72.721877,42.995304,6
-72.598813,43.572448,6
-103.054925,31.832862,3
-89.161205,42.337396,2
-88.668149,44.085707,2
-91.777044,43.981353,2
-87.365346,34.154566,7
-89.037391,33.078724,7
-81.382975,39.020034,6
-97.653997,33.219095,3
-82.62156,36.974561,7
-83.622682,41.360183,2
-95.382166,32.783588,3
-90.038825,44.461413,2
-81.516234,39.211602,6
-89.210587,40.789787,2
-91.244535,35.192777,3
-98.863649,36.726984,3
-99.273661,36.425619,3
-71.940282,42.311693,6
-75.309931,38.222133,6
-83.84996,31.551773,7
-94.419198,40.480499,2
-93.966396,45.175091,2
-92.479989,37.267633,2
-83.313681,40.839782,2
-78.228567,42.701363,6
-76.008731,41.525173,6
-81.549032,37.60366,7
-81.08301,36.899868,7
-80.665164,36.158765,7
-120.740145,46.456558,1
-89.703807,34.030666,7
-123.316399,45.247827,1
-82.303954,35.889326,7
-97.388361,43.006603,2
-77.104324,42.638237,6
-112.577225,34.631071,4
-90.387928,32.765675,7
-93.408303,34.997713,3
-95.862756,44.715736,2
-108.276656,45.936987,1
-102.832241,33.162339,3
-121.90275,38.679609,4
-97.596742,40.873056,2
-76.728889,39.921751,6
-81.183187,34.970188,7
-76.395533,37.220914,6
-98.67839,33.158778,3
-121.344259,39.27013,4
-113.910905,32.773942,4
-102.421649,40.00077,3
-99.182603,26.996981,3
-99.75983,28.864652,3
-101.660827,44.989764,1
-113.634429650255,43.2912026664736,8
-88.4232672615013,41.7843502633305,8
-97.3140464009831,32.0624292239959,8
-117.309200500923,34.948252594301,8
-81.3767268565631,27.4998208217352,8
-75.475663190959,40.9085698475378,8
-83.7808095031214,34.4621698543007,8
